player_id,matches_count,wins_count,easy_wins_count,defeated_count,easy_defeated_count,tied,score
GN3Q4328,27.0,10.0,7.0,17.0,9.0,0.0,0.37037037037037035
PJ5U7919,19.0,12.0,7.0,7.0,6.0,0.0,0.631578947368421
QI2L2521,19.0,9.0,6.0,10.0,7.0,0.0,0.47368421052631576
TE4H9918,15.0,9.0,8.0,6.0,3.0,0.0,0.6
AB2O5124,14.0,7.0,2.0,7.0,6.0,0.0,0.5
GA6X3759,20.0,10.0,6.0,10.0,8.0,0.0,0.5
DI5W4327,16.0,9.0,6.0,7.0,4.0,0.0,0.5625
PJ4T5721,16.0,9.0,4.0,7.0,4.0,0.0,0.5625
CK2N8997,24.0,9.0,5.0,15.0,9.0,0.0,0.375
LA2L5142,21.0,11.0,8.0,10.0,6.0,0.0,0.5238095238095238
BD7Z8494,21.0,12.0,6.0,9.0,6.0,0.0,0.5714285714285714
DG2Y6199,21.0,10.0,5.0,10.0,6.0,1.0,0.49206349206349204
NF3B6952,13.0,6.0,3.0,7.0,5.0,0.0,0.46153846153846156
OQ9Z8926,24.0,12.0,9.0,12.0,9.0,0.0,0.5
UQ8K6965,22.0,11.0,5.0,11.0,5.0,0.0,0.5
PD9J7191,20.0,10.0,8.0,10.0,7.0,0.0,0.5
BD5Z6185,24.0,13.0,5.0,11.0,4.0,0.0,0.5416666666666666
ZW8R4214,21.0,11.0,6.0,10.0,6.0,0.0,0.5238095238095238
JV7L4552,15.0,7.0,5.0,7.0,7.0,1.0,0.4888888888888889
IB6P5831,29.0,14.0,11.0,15.0,11.0,0.0,0.4827586206896552
RI0X2153,17.0,8.0,5.0,9.0,5.0,0.0,0.47058823529411764
YP8X7284,18.0,7.0,4.0,11.0,4.0,0.0,0.3888888888888889
JE0K7554,18.0,9.0,4.0,9.0,4.0,0.0,0.5
HN1C8125,21.0,10.0,8.0,10.0,6.0,1.0,0.49206349206349204
ZW4L3376,24.0,13.0,10.0,10.0,8.0,1.0,0.5555555555555556
SD2K6397,17.0,7.0,4.0,9.0,6.0,1.0,0.43137254901960786
IH8E2251,27.0,12.0,10.0,14.0,8.0,1.0,0.4567901234567901
MG4W1489,15.0,6.0,4.0,9.0,8.0,0.0,0.4
HN0J5258,25.0,12.0,9.0,13.0,9.0,0.0,0.48
RN6T7454,22.0,9.0,8.0,12.0,6.0,1.0,0.42424242424242425
EK4P2961,12.0,4.0,2.0,8.0,6.0,0.0,0.3333333333333333
HR0S5173,13.0,7.0,6.0,6.0,2.0,0.0,0.5384615384615384
WS7Q8123,17.0,10.0,5.0,7.0,4.0,0.0,0.5882352941176471
DU9U1476,19.0,6.0,2.0,13.0,9.0,0.0,0.3157894736842105
ZB7D9292,27.0,16.0,8.0,11.0,5.0,0.0,0.5925925925925926
HH9F4874,20.0,10.0,6.0,10.0,4.0,0.0,0.5
ZM7V2467,24.0,14.0,10.0,10.0,8.0,0.0,0.5833333333333334
UR7V2666,26.0,17.0,12.0,9.0,4.0,0.0,0.6538461538461539
XP1Z2155,21.0,11.0,7.0,10.0,9.0,0.0,0.5238095238095238
BK4C3978,27.0,11.0,8.0,16.0,9.0,0.0,0.4074074074074074
ZM6C7439,24.0,12.0,8.0,12.0,7.0,0.0,0.5
UX0E2285,28.0,16.0,11.0,11.0,8.0,1.0,0.5833333333333334
YJ3I2276,21.0,15.0,8.0,6.0,4.0,0.0,0.7142857142857143
OK4T8317,18.0,9.0,7.0,9.0,6.0,0.0,0.5
RO2R9919,27.0,17.0,12.0,10.0,8.0,0.0,0.6296296296296297
ZC2E4976,22.0,12.0,9.0,10.0,4.0,0.0,0.5454545454545454
NF0B9518,9.0,5.0,2.0,4.0,2.0,0.0,0.5555555555555556
UR6V8716,22.0,15.0,11.0,7.0,2.0,0.0,0.6818181818181818
CR3P6953,17.0,7.0,5.0,10.0,6.0,0.0,0.4117647058823529
KX2T2728,31.0,15.0,8.0,16.0,11.0,0.0,0.4838709677419355
GO4I7112,25.0,11.0,6.0,14.0,9.0,0.0,0.44
GX3L5258,24.0,11.0,7.0,13.0,7.0,0.0,0.4583333333333333
IU2W8759,24.0,12.0,3.0,12.0,6.0,0.0,0.5
AP6V9816,19.0,8.0,5.0,10.0,6.0,1.0,0.43859649122807015
EG4L6513,16.0,8.0,5.0,7.0,3.0,1.0,0.5208333333333334
GW1Y9994,10.0,7.0,4.0,3.0,1.0,0.0,0.7
KH1E5885,25.0,10.0,8.0,15.0,11.0,0.0,0.4
HK5A3433,15.0,10.0,8.0,5.0,4.0,0.0,0.6666666666666666
GD8D7329,25.0,13.0,6.0,12.0,9.0,0.0,0.52
NA8O4418,19.0,15.0,10.0,4.0,3.0,0.0,0.7894736842105263
WO0Y6923,26.0,12.0,7.0,14.0,6.0,0.0,0.46153846153846156
NW5A3941,25.0,14.0,9.0,10.0,6.0,1.0,0.5733333333333334
YY8L6775,23.0,9.0,5.0,14.0,7.0,0.0,0.391304347826087
TN4Q8644,23.0,12.0,7.0,11.0,4.0,0.0,0.5217391304347826
NG8X8689,15.0,7.0,4.0,8.0,5.0,0.0,0.4666666666666667
ND4J4613,14.0,12.0,5.0,2.0,1.0,0.0,0.8571428571428571
XM1P2737,16.0,7.0,5.0,9.0,7.0,0.0,0.4375
SE9M9568,27.0,12.0,8.0,15.0,11.0,0.0,0.4444444444444444
HQ6X5673,23.0,15.0,11.0,8.0,3.0,0.0,0.6521739130434783
MT2I2167,20.0,12.0,9.0,8.0,5.0,0.0,0.6
XZ7E3546,22.0,14.0,12.0,8.0,5.0,0.0,0.6363636363636364
UN3T4639,18.0,9.0,6.0,9.0,9.0,0.0,0.5
YW6Z9326,17.0,6.0,5.0,11.0,6.0,0.0,0.35294117647058826
XK1V8354,28.0,11.0,5.0,17.0,12.0,0.0,0.39285714285714285
EJ4E1469,16.0,9.0,4.0,7.0,4.0,0.0,0.5625
OT8N3465,19.0,7.0,6.0,12.0,7.0,0.0,0.3684210526315789
QV9F8256,21.0,10.0,5.0,10.0,5.0,1.0,0.49206349206349204
VP1X5134,31.0,12.0,7.0,19.0,8.0,0.0,0.3870967741935484
TE7R5764,35.0,19.0,10.0,16.0,8.0,0.0,0.5428571428571428
UC0L9754,28.0,15.0,8.0,13.0,7.0,0.0,0.5357142857142857
JV1U2354,16.0,5.0,5.0,11.0,8.0,0.0,0.3125
VS1I3815,25.0,18.0,10.0,7.0,2.0,0.0,0.72
SL5X4871,23.0,12.0,6.0,11.0,6.0,0.0,0.5217391304347826
GJ8Q5125,26.0,11.0,7.0,15.0,9.0,0.0,0.4230769230769231
CM4O1154,23.0,13.0,7.0,10.0,6.0,0.0,0.5652173913043478
HJ1R3672,20.0,12.0,9.0,8.0,4.0,0.0,0.6
QI1P5619,22.0,11.0,7.0,11.0,9.0,0.0,0.5
JR9P7214,21.0,10.0,5.0,11.0,6.0,0.0,0.47619047619047616
LZ6Q5989,12.0,8.0,4.0,4.0,0.0,0.0,0.6666666666666666
QI7F9961,23.0,11.0,10.0,12.0,7.0,0.0,0.4782608695652174
ST3Y7298,22.0,13.0,9.0,8.0,4.0,1.0,0.6060606060606061
MV9T2798,23.0,10.0,6.0,13.0,10.0,0.0,0.43478260869565216
JC9Z2229,16.0,5.0,3.0,11.0,6.0,0.0,0.3125
ZN7P4574,25.0,12.0,6.0,13.0,7.0,0.0,0.48
JW7J8986,19.0,12.0,7.0,7.0,5.0,0.0,0.631578947368421
SX0E4878,15.0,8.0,7.0,7.0,2.0,0.0,0.5333333333333333
YQ3E2196,24.0,14.0,12.0,10.0,5.0,0.0,0.5833333333333334
WS6H3588,22.0,10.0,6.0,12.0,6.0,0.0,0.45454545454545453
PN9F6825,19.0,12.0,7.0,7.0,4.0,0.0,0.631578947368421
MP1X9818,14.0,7.0,3.0,7.0,4.0,0.0,0.5
UJ3A3761,23.0,11.0,8.0,12.0,7.0,0.0,0.4782608695652174
NA4P8634,20.0,9.0,5.0,11.0,7.0,0.0,0.45
YM1D9132,18.0,9.0,8.0,9.0,6.0,0.0,0.5
OM1K2949,13.0,8.0,5.0,5.0,4.0,0.0,0.6153846153846154
SA6J1694,17.0,12.0,9.0,5.0,4.0,0.0,0.7058823529411765
NR6I2237,21.0,13.0,8.0,8.0,6.0,0.0,0.6190476190476191
EM4Y3318,21.0,8.0,5.0,12.0,6.0,1.0,0.3968253968253968
VB2Z2661,18.0,8.0,7.0,10.0,7.0,0.0,0.4444444444444444
GD1N5779,26.0,12.0,7.0,14.0,9.0,0.0,0.46153846153846156
GT9R3985,19.0,10.0,9.0,9.0,6.0,0.0,0.5263157894736842
YK8R4831,27.0,12.0,6.0,15.0,9.0,0.0,0.4444444444444444
DU8L8297,28.0,16.0,10.0,12.0,10.0,0.0,0.5714285714285714
NL9K7331,27.0,15.0,12.0,12.0,6.0,0.0,0.5555555555555556
TZ4F2819,21.0,10.0,4.0,11.0,8.0,0.0,0.47619047619047616
SI9H1855,21.0,12.0,8.0,9.0,3.0,0.0,0.5714285714285714
BA1A6947,23.0,10.0,9.0,12.0,7.0,1.0,0.4492753623188406
GG9O9746,28.0,14.0,9.0,14.0,7.0,0.0,0.5
LU3F7321,16.0,10.0,8.0,6.0,3.0,0.0,0.625
RG5N8422,18.0,10.0,8.0,8.0,5.0,0.0,0.5555555555555556
GN3Q5555,18.0,12.0,9.0,6.0,3.0,0.0,0.6666666666666666
HZ4F1846,29.0,14.0,7.0,15.0,10.0,0.0,0.4827586206896552
ZH0W5182,20.0,9.0,5.0,10.0,8.0,1.0,0.4666666666666667
UG7S9394,28.0,13.0,9.0,15.0,8.0,0.0,0.4642857142857143
PG5I1248,19.0,5.0,2.0,14.0,8.0,0.0,0.2631578947368421
AD0H1128,16.0,7.0,3.0,8.0,5.0,1.0,0.4583333333333333
XL9K8445,26.0,13.0,7.0,13.0,8.0,0.0,0.5
LT0Y1788,27.0,12.0,10.0,15.0,11.0,0.0,0.4444444444444444
ED1S3433,19.0,7.0,4.0,12.0,11.0,0.0,0.3684210526315789
DD3S7223,23.0,15.0,7.0,8.0,4.0,0.0,0.6521739130434783
GR5A9919,24.0,15.0,11.0,9.0,6.0,0.0,0.625
PC6Z4226,25.0,16.0,12.0,9.0,7.0,0.0,0.64
NL5E1257,26.0,17.0,11.0,9.0,5.0,0.0,0.6538461538461539
UL9V9212,21.0,10.0,5.0,11.0,6.0,0.0,0.47619047619047616
DT7Z7643,22.0,10.0,5.0,12.0,8.0,0.0,0.45454545454545453
IX8B1332,23.0,9.0,3.0,14.0,9.0,0.0,0.391304347826087
VE3S3163,15.0,7.0,5.0,8.0,4.0,0.0,0.4666666666666667
HB1D8959,22.0,12.0,6.0,10.0,5.0,0.0,0.5454545454545454
HQ6U2784,28.0,14.0,10.0,13.0,9.0,1.0,0.5119047619047619
YD9D8824,21.0,15.0,8.0,6.0,4.0,0.0,0.7142857142857143
WM6O5341,17.0,6.0,3.0,11.0,8.0,0.0,0.35294117647058826
QX0Z9554,20.0,10.0,5.0,10.0,4.0,0.0,0.5
VL3N5691,21.0,12.0,5.0,8.0,6.0,1.0,0.5873015873015873
CZ2X5543,22.0,9.0,8.0,13.0,7.0,0.0,0.4090909090909091
RZ1S9231,25.0,14.0,10.0,11.0,8.0,0.0,0.56
JJ9C7925,23.0,12.0,5.0,11.0,8.0,0.0,0.5217391304347826
EF3G8879,19.0,6.0,6.0,13.0,8.0,0.0,0.3157894736842105
ZV5Q4462,18.0,13.0,9.0,5.0,2.0,0.0,0.7222222222222222
CN2Z7166,26.0,17.0,11.0,9.0,6.0,0.0,0.6538461538461539
EW0S3855,20.0,8.0,6.0,12.0,8.0,0.0,0.4
XH1I3162,19.0,9.0,5.0,10.0,6.0,0.0,0.47368421052631576
AC9A5489,13.0,8.0,5.0,5.0,3.0,0.0,0.6153846153846154
PJ4O2549,17.0,7.0,5.0,10.0,7.0,0.0,0.4117647058823529
ZO8X6659,27.0,13.0,7.0,14.0,6.0,0.0,0.48148148148148145
YR7P4744,25.0,18.0,11.0,7.0,6.0,0.0,0.72
ZO7G9139,19.0,11.0,7.0,7.0,6.0,1.0,0.5964912280701754
UK3H1883,20.0,16.0,10.0,4.0,3.0,0.0,0.8
ZI6N8295,24.0,8.0,5.0,15.0,11.0,1.0,0.3472222222222222
ZY3X8471,17.0,8.0,5.0,9.0,4.0,0.0,0.47058823529411764
QW3S3663,20.0,8.0,3.0,11.0,5.0,1.0,0.4166666666666667
DN2S9332,23.0,14.0,9.0,9.0,4.0,0.0,0.6086956521739131
XW0E7987,16.0,11.0,6.0,5.0,1.0,0.0,0.6875
UD4B6884,13.0,7.0,4.0,6.0,3.0,0.0,0.5384615384615384
TG0R1215,27.0,16.0,12.0,11.0,3.0,0.0,0.5925925925925926
KG4F8894,25.0,13.0,8.0,12.0,9.0,0.0,0.52
VN4K6615,22.0,10.0,7.0,12.0,6.0,0.0,0.45454545454545453
DG3W9357,18.0,11.0,8.0,7.0,6.0,0.0,0.6111111111111112
AE6G8538,17.0,12.0,8.0,5.0,3.0,0.0,0.7058823529411765
KZ7E1959,21.0,9.0,7.0,12.0,8.0,0.0,0.42857142857142855
IA9M5157,15.0,6.0,3.0,9.0,6.0,0.0,0.4
DX5M1118,14.0,5.0,3.0,9.0,4.0,0.0,0.35714285714285715
BD7E7629,18.0,8.0,4.0,10.0,5.0,0.0,0.4444444444444444
JW0F7349,19.0,9.0,5.0,10.0,4.0,0.0,0.47368421052631576
QM4C8568,17.0,11.0,9.0,6.0,4.0,0.0,0.6470588235294118
BW3P6255,29.0,14.0,6.0,15.0,10.0,0.0,0.4827586206896552
AV2Z6225,25.0,14.0,7.0,11.0,8.0,0.0,0.56
MH8M2787,22.0,10.0,6.0,11.0,4.0,1.0,0.4696969696969697
AT1A2187,20.0,9.0,6.0,10.0,6.0,1.0,0.4666666666666667
MD0A7195,18.0,10.0,5.0,8.0,4.0,0.0,0.5555555555555556
RZ1B9419,20.0,7.0,3.0,13.0,9.0,0.0,0.35
VY5C5973,13.0,6.0,4.0,7.0,5.0,0.0,0.46153846153846156
XV8R1353,24.0,15.0,9.0,9.0,1.0,0.0,0.625
UB4X5133,17.0,9.0,5.0,8.0,4.0,0.0,0.5294117647058824
GN3U2618,12.0,8.0,5.0,4.0,4.0,0.0,0.6666666666666666
DA9J9411,23.0,11.0,7.0,12.0,6.0,0.0,0.4782608695652174
JK3Q1844,14.0,10.0,7.0,4.0,4.0,0.0,0.7142857142857143
GN9K6461,21.0,14.0,10.0,7.0,3.0,0.0,0.6666666666666666
WV8X8152,20.0,9.0,3.0,11.0,5.0,0.0,0.45
QG4V9813,16.0,8.0,4.0,8.0,5.0,0.0,0.5
NE1G2648,22.0,13.0,9.0,9.0,6.0,0.0,0.5909090909090909
JE5B8531,19.0,9.0,4.0,10.0,6.0,0.0,0.47368421052631576
IH9E5551,16.0,5.0,3.0,11.0,7.0,0.0,0.3125
OB1N6383,26.0,14.0,9.0,12.0,10.0,0.0,0.5384615384615384
KL7J1223,24.0,18.0,10.0,5.0,2.0,1.0,0.7638888888888888
GI3Z9673,19.0,9.0,6.0,10.0,6.0,0.0,0.47368421052631576
AD7S6316,25.0,8.0,3.0,17.0,9.0,0.0,0.32
YL9P9637,24.0,8.0,3.0,16.0,11.0,0.0,0.3333333333333333
XW5Z2282,20.0,9.0,5.0,11.0,10.0,0.0,0.45
MX7S1852,22.0,12.0,6.0,10.0,6.0,0.0,0.5454545454545454
UC8U6562,31.0,12.0,6.0,19.0,10.0,0.0,0.3870967741935484
RV7P8136,20.0,7.0,2.0,13.0,6.0,0.0,0.35
KE7B3582,18.0,11.0,4.0,7.0,5.0,0.0,0.6111111111111112
SD6G4321,22.0,11.0,5.0,11.0,7.0,0.0,0.5
FN6H6692,19.0,9.0,3.0,10.0,6.0,0.0,0.47368421052631576
FG8I4335,16.0,9.0,7.0,7.0,3.0,0.0,0.5625
MW7B5791,23.0,14.0,8.0,8.0,5.0,1.0,0.6231884057971014
SS1O6486,16.0,6.0,4.0,9.0,5.0,1.0,0.3958333333333333
AK5D7187,24.0,12.0,8.0,12.0,10.0,0.0,0.5
FW0Z6576,20.0,9.0,6.0,11.0,7.0,0.0,0.45
GA5K5137,24.0,14.0,13.0,10.0,6.0,0.0,0.5833333333333334
SA9L2815,17.0,9.0,5.0,8.0,5.0,0.0,0.5294117647058824
TB7B7682,24.0,14.0,3.0,10.0,6.0,0.0,0.5833333333333334
OV2F3993,24.0,8.0,3.0,16.0,12.0,0.0,0.3333333333333333
BG7F7854,23.0,12.0,6.0,10.0,9.0,1.0,0.5362318840579711
KS8T4189,15.0,7.0,6.0,8.0,7.0,0.0,0.4666666666666667
UX8E5539,21.0,12.0,6.0,9.0,6.0,0.0,0.5714285714285714
ZH8A6257,17.0,6.0,3.0,11.0,6.0,0.0,0.35294117647058826
US4A4469,14.0,8.0,3.0,6.0,3.0,0.0,0.5714285714285714
IF9A8815,26.0,7.0,4.0,19.0,8.0,0.0,0.2692307692307692
XQ2P1181,16.0,9.0,6.0,7.0,6.0,0.0,0.5625
SY0R3764,15.0,9.0,4.0,6.0,3.0,0.0,0.6
NQ1D1212,18.0,12.0,7.0,6.0,4.0,0.0,0.6666666666666666
YG7G7869,27.0,16.0,12.0,10.0,6.0,1.0,0.6049382716049383
SB5O6473,21.0,13.0,10.0,7.0,5.0,1.0,0.6349206349206349
WT2Q4948,29.0,9.0,5.0,20.0,11.0,0.0,0.3103448275862069
EJ6F7464,16.0,8.0,5.0,8.0,6.0,0.0,0.5
MK6B3593,33.0,19.0,12.0,14.0,8.0,0.0,0.5757575757575758
YI1S7337,17.0,8.0,4.0,9.0,6.0,0.0,0.47058823529411764
AU7J1351,16.0,12.0,10.0,4.0,4.0,0.0,0.75
KU4Q9517,15.0,12.0,8.0,3.0,1.0,0.0,0.8
ZW0F6143,26.0,11.0,8.0,15.0,11.0,0.0,0.4230769230769231
VK8M6771,17.0,8.0,4.0,9.0,5.0,0.0,0.47058823529411764
EK3I5762,23.0,11.0,6.0,12.0,7.0,0.0,0.4782608695652174
VA7P6194,28.0,17.0,12.0,11.0,7.0,0.0,0.6071428571428571
FO2I1272,19.0,7.0,5.0,12.0,7.0,0.0,0.3684210526315789
TD7O1493,22.0,15.0,8.0,7.0,5.0,0.0,0.6818181818181818
NV9V1723,24.0,15.0,8.0,9.0,5.0,0.0,0.625
ZL9W1888,18.0,11.0,7.0,7.0,4.0,0.0,0.6111111111111112
HS5Z9439,21.0,15.0,3.0,6.0,5.0,0.0,0.7142857142857143
CK4J3439,21.0,8.0,3.0,12.0,8.0,1.0,0.3968253968253968
YN0V4228,16.0,9.0,5.0,6.0,2.0,1.0,0.5833333333333334
BM2U1293,20.0,11.0,7.0,9.0,4.0,0.0,0.55
UY2T5391,20.0,11.0,5.0,9.0,6.0,0.0,0.55
SK1M7825,14.0,7.0,5.0,7.0,3.0,0.0,0.5
YM7J7959,15.0,9.0,5.0,6.0,2.0,0.0,0.6
UH7I3134,21.0,13.0,7.0,8.0,6.0,0.0,0.6190476190476191
AB4G7116,28.0,12.0,6.0,16.0,12.0,0.0,0.42857142857142855
DZ9B6822,18.0,12.0,8.0,6.0,3.0,0.0,0.6666666666666666
FR5Q5525,7.0,3.0,2.0,4.0,2.0,0.0,0.42857142857142855
XN3B4973,21.0,9.0,6.0,12.0,7.0,0.0,0.42857142857142855
VF0X1468,20.0,9.0,4.0,11.0,7.0,0.0,0.45
PT7S6778,23.0,12.0,6.0,11.0,5.0,0.0,0.5217391304347826
DS4D5291,25.0,14.0,5.0,11.0,7.0,0.0,0.56
LY1E7916,19.0,10.0,6.0,9.0,4.0,0.0,0.5263157894736842
XO5C4991,16.0,9.0,4.0,7.0,5.0,0.0,0.5625
LC9F1212,22.0,11.0,8.0,11.0,8.0,0.0,0.5
UE8O6773,17.0,10.0,6.0,7.0,4.0,0.0,0.5882352941176471
HE2Q5398,17.0,10.0,5.0,7.0,4.0,0.0,0.5882352941176471
YI5J1229,28.0,16.0,8.0,11.0,5.0,1.0,0.5833333333333334
VD6O5744,18.0,9.0,5.0,9.0,4.0,0.0,0.5
GV3C8573,22.0,11.0,6.0,11.0,7.0,0.0,0.5
UW2E4857,21.0,10.0,6.0,11.0,10.0,0.0,0.47619047619047616
FW4Z4792,22.0,11.0,6.0,11.0,5.0,0.0,0.5
XL3P3572,24.0,11.0,8.0,13.0,7.0,0.0,0.4583333333333333
CS3S3796,21.0,14.0,10.0,7.0,5.0,0.0,0.6666666666666666
JY6X9719,24.0,17.0,12.0,7.0,4.0,0.0,0.7083333333333334
IV8Y8468,18.0,6.0,3.0,12.0,8.0,0.0,0.3333333333333333
CJ0D8627,18.0,6.0,4.0,12.0,6.0,0.0,0.3333333333333333
QK4C5834,28.0,17.0,11.0,11.0,7.0,0.0,0.6071428571428571
NY7C4957,22.0,14.0,10.0,8.0,5.0,0.0,0.6363636363636364
RF3C8283,16.0,6.0,4.0,10.0,6.0,0.0,0.375
RD4R2393,23.0,14.0,6.0,9.0,7.0,0.0,0.6086956521739131
AD3D3244,32.0,18.0,10.0,14.0,10.0,0.0,0.5625
NX6G1954,20.0,9.0,5.0,11.0,6.0,0.0,0.45
IJ0K9778,28.0,14.0,9.0,14.0,7.0,0.0,0.5
OE5X5368,30.0,15.0,7.0,15.0,9.0,0.0,0.5
ZL7D4538,21.0,9.0,6.0,12.0,10.0,0.0,0.42857142857142855
QQ2S6557,19.0,8.0,6.0,10.0,8.0,1.0,0.43859649122807015
MN5C8342,30.0,16.0,9.0,14.0,9.0,0.0,0.5333333333333333
RN7E2473,22.0,9.0,8.0,13.0,5.0,0.0,0.4090909090909091
KN6E2524,26.0,14.0,9.0,11.0,6.0,1.0,0.5512820512820513
QS9S6345,17.0,12.0,8.0,5.0,4.0,0.0,0.7058823529411765
OD8N2322,18.0,6.0,5.0,12.0,9.0,0.0,0.3333333333333333
FE0M2811,26.0,17.0,13.0,9.0,5.0,0.0,0.6538461538461539
GF8I1464,13.0,6.0,2.0,7.0,2.0,0.0,0.46153846153846156
SH1E2221,28.0,12.0,7.0,16.0,10.0,0.0,0.42857142857142855
VR6D9394,27.0,15.0,8.0,12.0,9.0,0.0,0.5555555555555556
UB0V2991,23.0,11.0,8.0,12.0,7.0,0.0,0.4782608695652174
XP1Q5555,24.0,13.0,7.0,11.0,6.0,0.0,0.5416666666666666
GZ7V7726,24.0,11.0,9.0,13.0,8.0,0.0,0.4583333333333333
KF7Z3442,28.0,11.0,10.0,16.0,8.0,1.0,0.40476190476190477
WT6R2343,21.0,9.0,7.0,12.0,6.0,0.0,0.42857142857142855
OM1R6188,21.0,10.0,7.0,11.0,8.0,0.0,0.47619047619047616
YU2O6959,24.0,15.0,6.0,9.0,4.0,0.0,0.625
EV5Z9424,23.0,11.0,7.0,12.0,6.0,0.0,0.4782608695652174
VN0X1479,14.0,5.0,3.0,9.0,5.0,0.0,0.35714285714285715
WF0H6425,19.0,8.0,6.0,11.0,6.0,0.0,0.42105263157894735
LC4E9229,21.0,12.0,4.0,9.0,6.0,0.0,0.5714285714285714
UU7F4156,16.0,9.0,4.0,6.0,2.0,1.0,0.5833333333333334
BG6H5281,23.0,12.0,7.0,11.0,7.0,0.0,0.5217391304347826
OO6W3741,18.0,9.0,7.0,9.0,3.0,0.0,0.5
PJ5C5259,20.0,13.0,8.0,6.0,1.0,1.0,0.6666666666666666
CZ8P9423,19.0,7.0,6.0,12.0,7.0,0.0,0.3684210526315789
TA6Z5861,24.0,13.0,10.0,11.0,5.0,0.0,0.5416666666666666
GH8B2628,24.0,16.0,7.0,8.0,2.0,0.0,0.6666666666666666
RV6N8859,15.0,7.0,4.0,8.0,4.0,0.0,0.4666666666666667
EB5N3974,24.0,12.0,6.0,11.0,6.0,1.0,0.5138888888888888
TY4U2864,28.0,14.0,11.0,14.0,7.0,0.0,0.5
TI6D5985,22.0,12.0,7.0,10.0,5.0,0.0,0.5454545454545454
DD8S9553,12.0,5.0,4.0,7.0,5.0,0.0,0.4166666666666667
BF0E1334,14.0,8.0,4.0,6.0,2.0,0.0,0.5714285714285714
TX6D4354,23.0,10.0,6.0,13.0,10.0,0.0,0.43478260869565216
KU1N5512,23.0,11.0,6.0,12.0,8.0,0.0,0.4782608695652174
BO1M1999,16.0,9.0,6.0,7.0,6.0,0.0,0.5625
AN7L9995,17.0,8.0,4.0,9.0,7.0,0.0,0.47058823529411764
RE5D5513,28.0,12.0,7.0,15.0,6.0,1.0,0.44047619047619047
HW7Z7675,13.0,10.0,4.0,3.0,3.0,0.0,0.7692307692307693
OA8P9414,21.0,8.0,5.0,13.0,7.0,0.0,0.38095238095238093
ZH6Z6242,25.0,11.0,3.0,14.0,10.0,0.0,0.44
EN7T5383,25.0,15.0,12.0,10.0,5.0,0.0,0.6
PU4I7469,17.0,9.0,4.0,8.0,3.0,0.0,0.5294117647058824
XW4H1544,18.0,7.0,6.0,11.0,7.0,0.0,0.3888888888888889
UM2G3963,15.0,6.0,3.0,9.0,5.0,0.0,0.4
OY8H3931,18.0,8.0,6.0,10.0,6.0,0.0,0.4444444444444444
UF8V3393,25.0,13.0,8.0,12.0,5.0,0.0,0.52
IA6B8649,20.0,9.0,6.0,11.0,7.0,0.0,0.45
OX0K7396,24.0,10.0,7.0,14.0,10.0,0.0,0.4166666666666667
